Name,Genre,Platform,Publisher,Global_Sales
Derby Jockey 2,Sports,SNES,Asmik Corp,0.1
Street Fighter: The Movie,Fighting,PS,Acclaim Entertainment,0.17
Zero4 Champ RR-Z,Racing,SNES,Media Rings,0.1
Street Fighter Alpha: Warriors' Dreams,Fighting,PS,Virgin Interactive,0.76
Super Real Mahjong P V,Misc,SAT,Seta Corporation,0.19
College Slam,Sports,PS,Acclaim Entertainment,0.19
Idol Janshi Suchie-Pai Remix,Misc,SAT,Jaleco,0.1
Parodius,Shooter,SAT,Konami Digital Entertainment,0.17
King's Field,Role-Playing,PS,Sony Computer Entertainment,0.16
Sega Rally Championship,Racing,SAT,Sega,1.16
Destruction Derby,Racing,PS,Psygnosis,0.9
Wizardry VII: Gadeia no Houshu,Role-Playing,PS,Sony Computer Entertainment,0.15
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Fighting,SAT,Namco Bandai Games,0.15
Seiken Densetsu 3,Role-Playing,SNES,SquareSoft,0.89
Gex,Platform,PS,Crystal Dynamics,0.87
Tetris Attack,Puzzle,SNES,Nintendo,0.15
J-League Victory Goal,Sports,SAT,Sega,0.15
StarBlade α,Shooter,PS,Sony Computer Entertainment,0.16
Air Combat,Simulation,PS,Sony Computer Entertainment,1.83
FIFA Soccer 96,Sports,PS,Electronic Arts,0.16
International Superstar Soccer Deluxe,Sports,SNES,Konami Digital Entertainment,0.16
GunGriffon,Simulation,SAT,Sega,0.19
NFL GameDay,Sports,PS,Sony Computer Entertainment,0.85
PGA Tour 96,Sports,PS,Electronic Arts,0.24
Suikoden,Role-Playing,PS,Konami Digital Entertainment,0.6
Donkey Kong Country 2: Diddy's Kong Quest,Platform,SNES,Nintendo,5.15
Panzer Dragoon,Shooter,SAT,Sega,0.37
Gameboy Gallery,Misc,GB,Nintendo,0.3
Dai-4-Ji Super Robot Taisen,Strategy,SNES,Banpresto,0.38
Jumping Flash!,Platform,PS,Sony Computer Entertainment,0.3
Shin Megami Tensei: Devil Summoner,Role-Playing,SAT,Atlus,0.38
Blazing Heroes,Role-Playing,SAT,Sega,0.3
Front Mission,Strategy,SNES,SquareSoft,0.6
Bases Loaded '96: Double Header,Sports,PS,Jaleco,0.5
Tales of Phantasia,Role-Playing,SNES,Namco Bandai Games,0.4
Mystery Dungeon: Shiren the Wanderer,Role-Playing,SNES,ChunSoft,0.4
Fighting Vipers,Fighting,SAT,Sega,0.4
Mario no Super Picross,Puzzle,SNES,Nintendo,0.41
Winning Post 2,Sports,SNES,Tecmo Koei,0.3
Jikkyou Powerful Pro Yakyuu 2,Sports,SNES,Konami Digital Entertainment,0.27
Boxer's Road,Fighting,PS,New,0.36
Super Mario World 2: Yoshi's Island,Platform,SNES,Nintendo,4.12
Kirby's Block Ball,Puzzle,GB,Nintendo,0.32
Shin Nippon Pro Wrestling: Toukon Retsuden,Fighting,PS,Tomy Corporation,0.33
Extreme Pinball,Misc,PS,Electronic Arts,0.32
Street Fighter Alpha 2,Fighting,SAT,Virgin Interactive,0.32
Mario's Picross,Puzzle,GB,Nintendo,0.62
Warcraft II: Tides of Darkness,Strategy,PC,Activision,4.21
Namco Museum Vol.1,Misc,PS,Sony Computer Entertainment,3.84
SimCity 2000,Simulation,SNES,THQ,0.49
Night Warriors: Darkstalkers' Revenge,Fighting,SAT,Virgin Interactive,0.34
Mortal Kombat 3,Fighting,PS,Sony Computer Entertainment,0.55
NBA ShootOut,Sports,PS,Sony Computer Entertainment,0.31
Iron Storm,Shooter,SAT,Sega,0.34
Super Nazo Puyo: Ruruu no Ruu,Puzzle,SNES,Banpresto,0.27
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,Platform,SNES,Konami Digital Entertainment,0.31
Mega Man X3,Action,SNES,Laguna,0.35
Virtua Cop,Shooter,SAT,Sega,0.62
Panzer Dragoon II Zwei,Shooter,SAT,Sega,0.31
Final Doom,Shooter,PS,GT Interactive,0.27
Far East of Eden Zero,Role-Playing,SNES,Hudson Soft,0.3
Mobile Suit Gundam,Action,SAT,Namco Bandai Games,0.41
Namco Tennis Smash Court,Sports,PS,Sony Computer Entertainment,0.24
Panzer General,Strategy,PS,Mindscape,0.24
Mega Man 7,Platform,SNES,Laguna,0.28
Persona,Role-Playing,PS,Atlus,0.45
Guardian Heroes,Role-Playing,SAT,Sega,0.29
Tokimeki Memorial: Forever with You,Simulation,PS,Konami Digital Entertainment,0.58
Beyond The Beyond,Role-Playing,PS,Sony Computer Entertainment,0.57
WipEout,Action,PS,Psygnosis,0.47
Mobile Suit Gundam,Action,PS,Namco Bandai Games,0.45
Dragon Quest VI: Maboroshi no Daichi,Role-Playing,SNES,Enix Corporation,3.19
Super Puyo Puyo 2,Puzzle,SNES,Compile,0.47
J-League Excite Stage '95,Sports,SNES,Epoch,0.45
Super Fire ProWrestling X,Fighting,SNES,Human Entertainment,0.28
Nichibutsu Arcade Classics,Misc,SNES,Nichibutsu,0.28
Warhawk,Simulation,PS,Sony Computer Entertainment,0.46
NBA In The Zone,Sports,PS,Konami Digital Entertainment,0.28
Killer Instinct,Fighting,SNES,Nintendo,3.2
Cyber Troopers Virtual-On,Fighting,SAT,Sega,0.42
Tekken,Fighting,PS,Sony Computer Entertainment,3.24
Super Momotarou Dentetsu DX,Misc,SNES,Hudson Soft,0.47
NBA Jam Tournament Edition,Sports,PS,Acclaim Entertainment,0.25
Super Famista 4,Sports,SNES,Namco Bandai Games,0.42
The King of Fighters '95,Fighting,SAT,SNK Playmore,0.28
Rayman,Platform,PS,Ubisoft,3.03
Star Wars: Dark Forces,Shooter,PS,LucasArts,0.55
Tobal No.1,Fighting,PS,Sony Computer Entertainment,0.92
Alone in the Dark: One-Eyed Jack's Revenge,Adventure,PS,Infogrames,0.31
Frank Thomas Big Hurt Baseball,Sports,PS,Acclaim Entertainment,0.14
Super Puzzle Fighter II Turbo,Puzzle,PS,Virgin Interactive,0.14
Space Jam,Sports,PS,Acclaim Entertainment,0.92
NHL Breakaway 98,Sports,PS,Acclaim Entertainment,0.14
Resident Evil Director's Cut,Action,PS,Virgin Interactive,3.77
Namco Museum Vol.3,Misc,PS,Sony Computer Entertainment,4.05
PaRappa The Rapper,Misc,PS,Sony Computer Entertainment,1.92
Last Bronx,Fighting,SAT,Sega,0.13
Mortal Kombat Trilogy,Fighting,N64,GT Interactive,0.96
Nobunaga no Yabou: Tenshoki,Strategy,SNES,Tecmo Koei,0.17
PGA Tour 97,Sports,PS,Electronic Arts,0.29
Fire Emblem: Seisen no Keifu,Strategy,SNES,Nintendo,0.58
Wild ARMs,Role-Playing,PS,Sony Computer Entertainment,0.95
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Misc,PS,GT Interactive,0.94
Top Gun: Fire at Will!,Misc,PS,Microprose,0.55
Momotarou Dentetsu Happy,Misc,SNES,Hudson Soft,0.32
Street Fighter Alpha 2,Fighting,SNES,Nintendo,0.17
Mini-Yonku Shining Scorpion: Let's & Go!!,Racing,SNES,ASCII Entertainment,0.9
Killer Instinct Gold,Fighting,N64,Nintendo,0.82
Sakura Wars,Adventure,SAT,Sega,0.55
J-League Victory Goal '96,Sports,SAT,Sega,0.29
Rudra no Hihou,Role-Playing,SNES,SquareSoft,0.15
FIFA Soccer 97,Sports,PS,Electronic Arts,0.16
Psychic Force,Fighting,PS,Acclaim Entertainment,0.16
Jet Moto,Racing,PS,Sony Computer Entertainment,1.83
Saturn Bomberman,Puzzle,SAT,Sega,0.15
Street Fighter Alpha 2,Fighting,PS,Virgin Interactive,0.85
Dragon Force,Strategy,SAT,Sega,0.3
Star Gladiator Episode: I Final Crusade,Fighting,PS,Virgin Interactive,0.3
Street Racer,Racing,PS,Ubisoft,0.16
Namco Museum Vol.5,Misc,PS,Sony Computer Entertainment,0.15
Wing Commander III: Heart of the Tiger,Action,PS,Electronic Arts,0.16
NFL GameDay '97,Sports,PS,Sony Computer Entertainment,0.87
Iron & Blood,Fighting,PS,Acclaim Entertainment,0.14
MLB Pennant Race,Sports,PS,Sony Computer Entertainment,0.29
The Incredible Hulk: The Pantheon Saga,Action,PS,Eidos Interactive,0.16
DX Game of Life,Misc,PS,Takara,0.29
Shin Super Robot Taisen,Role-Playing,PS,Banpresto,0.55
Cruis'n USA,Racing,N64,Nintendo,1.74
Mega Man 8 Anniversary Collector's Edition,Platform,PS,Capcom,0.88
Blazing Dragons,Adventure,PS,Crystal Dynamics,0.15
Casper,Adventure,PS,Interplay,0.83
RPG Tsukuru 2,Role-Playing,SNES,ASCII Entertainment,0.31
Star Wars: Rebel Assault II - The Hidden Empire,Shooter,PS,CTO SpA,0.88
Virtua Cop 2,Shooter,SAT,Sega,0.3
Wonder Project J2: Koruro no Mori no Josette,Simulation,N64,Enix Corporation,0.16
Namco Museum Vol.2,Misc,PS,Sony Computer Entertainment,0.29
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,SNES,Nintendo,3.51
Tomb Raider,Action,PC,Eidos Interactive,1.03
OverBlood,Action,PS,Electronic Arts,0.32
Alien Trilogy,Shooter,PS,Acclaim Entertainment,0.47
Cool Boarders,Sports,PS,Sony Computer Entertainment,0.43
Mario Kart 64,Racing,N64,Nintendo,9.87
Virtual Pro Wrestling,Fighting,PS,Asmik Ace Entertainment,0.1
Blast Chamber,Shooter,PS,Activision,0.1
Real Bout Garou Densetsu,Fighting,SAT,SNK,0.1
2Xtreme,Sports,PS,Sony Computer Entertainment,1.4
Soviet Strike,Simulation,PS,Electronic Arts,1.17
Rage Racer,Racing,PS,Sony Computer Entertainment,1.17
E0: Enemy Zero,Adventure,SAT,Sega,0.41
Destruction Derby 2,Racing,PS,Psygnosis,1.17
NASCAR Racing,Racing,PS,Pioneer LDC,0.41
Sword & Sorcery,Role-Playing,SAT,Micro Cabin,0.1
Pro Pinball,Misc,PS,Empire Interactive,0.41
Olympic Summer Games: Atlanta 1996,Sports,PS,U.S. Gold,0.1
Kirby Super Star,Platform,SNES,Nintendo,1.44
Crash Bandicoot,Platform,PS,Sony Computer Entertainment,6.82
Command & Conquer,Strategy,PS,Virgin Interactive,0.4
PoPoLoCrois Monogatari,Role-Playing,PS,Sony Computer Entertainment,0.5
Tamagotchi,Simulation,GB,Namco Bandai Games,1.45
Tokimeki Memorial: Taisen Pazurudama,Puzzle,PS,Konami Digital Entertainment,0.1
SimCity 2000,Simulation,PS,Maxis,1.22
Dragon Quest III: Soshite Densetsu e...,Role-Playing,SNES,Enix Corporation,1.36
Pokemon Red/Pokemon Blue,Role-Playing,GB,Nintendo,31.37
TNN Motor Sports Hardcore 4x4,Racing,PS,ASC Games,1.31
Madden NFL 97,Sports,PS,Electronic Arts,1.32
Jikkyou Powerful Pro Yakyuu 3,Sports,SNES,Konami Digital Entertainment,0.45
NHL 97,Sports,PS,Electronic Arts,0.47
Vandal Hearts,Role-Playing,PS,Konami Digital Entertainment,0.45
Super Famista 5,Sports,SNES,Namco Bandai Games,0.5
World Stadium EX,Sports,PS,Namco Bandai Games,0.44
Reel Fishing,Sports,PS,Natsume,1.25
Super Bomberman 4,Puzzle,SNES,Hudson Soft,0.44
Neon Genesis Evangelion,Adventure,SAT,Sega,0.44
NiGHTS into dreams...,Platform,SAT,Sega,0.43
Super Mario 64,Platform,N64,Nintendo,11.89
Blood Omen: Legacy of Kain,Role-Playing,PS,Crystal Dynamics,0.44
Triple Play 97,Sports,PS,Electronic Arts Victor,0.38
Tomb Raider,Action,PS,Eidos Interactive,4.63
NHL Powerplay '96,Sports,PS,Virgin Interactive,0.12
Mega Man X4,Action,PS,Virgin Interactive,1.04
Tecmo Super Bowl,Sports,PS,Tecmo Koei,0.12
Fade to Black,Action,PS,Electronic Arts,0.34
HardBall 5,Sports,PS,SPS,0.12
Tokyo Highway Battle,Racing,PS,Jaleco,0.33
Jampack Vol. 2,Misc,PS,Sony Computer Entertainment,0.53
Tokimeki Memorial: Private Collection,Misc,PS,Konami Digital Entertainment,0.17
Clock Tower,Adventure,PS,ASCII Entertainment,0.53
Burning Road,Racing,PS,FunSoft,0.12
Soul Edge,Fighting,PS,Sony Computer Entertainment,1.59
Diablo,Role-Playing,PC,Activision,1.59
San Goku Shi V,Strategy,SAT,Tecmo Koei,0.12
NBA Live 96,Sports,PS,Electronic Arts,0.33
NBA Live 97,Sports,PS,Electronic Arts,1.0
Fire ProWrestling S: 6Men Scramble,Fighting,SAT,Human Entertainment,0.12
Criticom,Fighting,PS,Vic Tokai,0.12
Black Dawn,Simulation,PS,Virgin Interactive,0.13
Daikaijyuu Monogatari II,Role-Playing,SNES,Hudson Soft,0.12
NHL FaceOff '97,Sports,PS,Sony Computer Entertainment,0.46
Street Fighter Alpha: Warriors' Dreams,Fighting,SAT,Capcom,0.35
Derby Stallion 96,Sports,SNES,ASCII Entertainment,1.05
Pilotwings 64,Simulation,N64,Nintendo,1.12
Tekken 2,Fighting,PS,Sony Computer Entertainment,5.74
Mobile Suit Gundam version 2.0,Action,PS,Namco Bandai Games,0.38
Tokimeki Memorial: Forever with You,Simulation,SAT,Konami Digital Entertainment,0.38
Goal Storm '97,Sports,PS,Konami Digital Entertainment,0.11
Dai-4-Ji Super Robot Taisen S,Strategy,PS,Banpresto,0.51
Nonomura Byoin no Hitobito,Adventure,SAT,Elf,0.36
Winter Heat,Sports,SAT,Sega,0.11
Microsoft Flight Simulator,Simulation,PC,Microsoft Game Studios,5.12
Street Fighter Collection,Fighting,SAT,Capcom,0.11
Lunacy,Adventure,SAT,Sega,0.11
Resident Evil,Action,PS,Virgin Interactive,5.05
Sega Touring Car Championship,Racing,SAT,Sega,0.11
NASCAR 98,Racing,PS,Electronic Arts,1.52
Picross 2,Puzzle,GB,Nintendo,0.35
Wayne Gretzky's 3D Hockey,Sports,N64,Nintendo,0.53
Arc the Lad II,Role-Playing,PS,Sony Computer Entertainment,1.05
Die Hard Trilogy,Shooter,PS,Fox Interactive,1.54
International Track & Field,Sports,PS,Konami Digital Entertainment,0.51
VR Golf '97,Sports,PS,Gremlin Interactive Ltd,0.17
Bottom of the 9th,Sports,PS,Konami Digital Entertainment,0.14
J-League Pro Soccer Club wo Tsukurou!,Sports,SAT,Sega,0.26
WWF in Your House,Fighting,PS,Acclaim Entertainment,0.62
Ogre Battle Saga Episode Five: The March of the Black Queen,Role-Playing,PS,ArtDink,0.2
Wave Race 64,Racing,N64,Nintendo,2.94
Andretti Racing,Racing,PS,Electronic Arts,0.77
Shin Nippon Pro Wrestling: Toukon Retsuden 2,Fighting,PS,Tomy Corporation,0.27
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Sports,N64,Imagineer,0.19
Battle Arena Toshinden 3,Fighting,PS,Sony Computer Entertainment,0.27
Descent,Shooter,PS,Interplay,0.19
Mobile Suit Gundam Side Story I: Senritsu no Blue,Shooter,SAT,Namco Bandai Games,0.28
Jumping Flash! 2,Platform,PS,Sony Computer Entertainment,0.25
Jikkyou J-League Perfect Striker,Sports,N64,Konami Digital Entertainment,0.19
WipEout XL,Racing,PS,Psygnosis,0.25
Namco Museum Vol.4,Misc,PS,Sony Computer Entertainment,0.2
Time Commando,Action,PS,Adeline Software,0.17
Project Overkill,Shooter,PS,Konami Digital Entertainment,0.25
Parlor! Mini 4,Misc,SNES,Nippon Telenet,0.19
Pandemonium!,Platform,PS,BMG Interactive Entertainment,0.21
Donkey Kong Land II,Platform,GB,Nintendo,2.35
Hexen,Shooter,N64,GT Interactive,0.19
Contra: Legacy of War,Shooter,PS,Konami Digital Entertainment,0.67
King's Field II,Role-Playing,PS,From Software,0.26
Allied General,Strategy,PS,SSI,0.19
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,Sports,SNES,Konami Digital Entertainment,0.19
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,Role-Playing,GB,ChunSoft,0.27
Jampack Vol. 1,Misc,PS,Sony Computer Entertainment,0.18
Star Wars: Shadows of the Empire,Action,N64,Nintendo,2.65
Formula 1,Racing,PS,Psygnosis,0.76
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),Sports,N64,Imagineer,0.22
NFL Quarterback Club 97,Sports,PS,Acclaim Entertainment,0.22
NCAA Gamebreaker,Sports,PS,Sony Computer Entertainment,0.26
Gunship,Simulation,PS,Microprose,0.27
Langrisser III,Strategy,SAT,NCS,0.2
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,Shooter,SAT,Namco Bandai Games,0.2
NBA Jam Extreme,Sports,PS,Acclaim Entertainment,0.22
Reloaded,Action,PS,Gremlin Interactive Ltd,0.17
J-League Excite Stage '96,Sports,SNES,Epoch,0.19
Penny Racers,Racing,PS,Sony Computer Entertainment,0.25
Bastard!! Utsuro Naru Kamigami no Utsuwa,Role-Playing,PS,Seta Corporation,0.21
Front Mission: Gun Hazard,Role-Playing,SNES,SquareSoft,0.24
Tetris Plus,Puzzle,PS,JVC,2.4
Command & Conquer: Red Alert,Strategy,PC,Virgin Interactive,2.85
Super Mario RPG: Legend of the Seven Stars,Role-Playing,SNES,Nintendo,2.14
Perfect Weapon,Action,PS,American Softworks,0.23
The King of Fighters '96,Fighting,SAT,SNK,0.21
Mortal Kombat Trilogy,Fighting,PS,GT Interactive,2.79
Lunar: Silver Star Story,Role-Playing,SAT,Kadokawa Shoten,0.23
Bomberman B-Daman,Shooter,SNES,Hudson Soft,0.17
Bahamut Lagoon,Role-Playing,SNES,SquareSoft,0.62
Twisted Metal 2,Racing,PS,Sony Computer Entertainment,2.44
Fighters MEGAMiX,Fighting,SAT,Sega,0.62
The King of Fighters '95,Fighting,PS,Sony Computer Entertainment,0.17
Star Ocean,Role-Playing,SNES,Enix Corporation,0.23
Tetris Attack,Puzzle,GB,Nintendo,0.23
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Fighting,PS,Namco Bandai Games,0.19
Warhammer: Shadow of the Horned Rat,Strategy,PS,Mindscape,0.19
Bubsy 3D,Platform,PS,Accolade,0.19
Snowboard Kids,Sports,N64,Atlus,0.2
Gallop Racer (JP),Sports,PS,Tecmo Koei,0.24
NOëL: NOT DiGITAL,Adventure,PS,Pioneer LDC,0.21
Area 51,Shooter,PS,GT Interactive,0.72
Doukyuusei if,Role-Playing,SAT,NEC,0.26
Nightmare Creatures,Action,N64,Activision,0.26
Treasure Hunter G,Role-Playing,SNES,SquareSoft,0.2
Marie no Atelier: Salburg no Renkinjutsushi,Role-Playing,PS,Gust,0.25
Tetrisphere,Puzzle,N64,Nintendo,0.36
NBA Live 98,Sports,PS,Electronic Arts,1.51
Angel Blade: Neo Tokyo Guardians,Role-Playing,PS,On Demand,0.21
NHL 99,Sports,PS,Electronic Arts,1.07
Moto Racer 2,Racing,PS,Electronic Arts,0.69
Monopoly,Misc,PS,Hasbro Interactive,1.51
Densha De Go!,Simulation,PS,Taito,1.09
Virtual Pool,Sports,PS,Interplay,0.51
Mystical Ninja starring Goemon,Action,N64,Konami Digital Entertainment,0.36
Langrisser IV,Strategy,SAT,NCS,0.11
MechWarrior 2: 31st Century Combat,Simulation,PS,Activision,0.36
MRC: Multi-Racing Championship,Racing,N64,Ocean,0.25
Big Bass World Championship,Sports,PS,Starfish,0.36
Kirby's Dream Land 3,Platform,SNES,Nintendo,0.36
Panzer Dragoon Saga,Role-Playing,SAT,Sega,0.11
Wheel of Fortune,Misc,N64,Take-Two Interactive,0.25
Felony 11-79,Racing,PS,ASCII Entertainment,0.11
Sakura Taisen Hanagumi Tsuushin,Misc,SAT,Sega,0.11
Mobile Suit Z-Gundam,Action,PS,Namco Bandai Games,0.36
Chopper Attack,Action,N64,GT Interactive,0.11
Maximum Force,Shooter,PS,GT Interactive,0.11
Chameleon Twist,Platform,N64,Sunsoft,0.11
Final Fantasy VII International,Role-Playing,PS,Square,0.63
Point Blank,Shooter,PS,Sony Computer Entertainment,0.34
The Lost World: Jurassic Park,Action,PS,Electronic Arts,1.02
Monster Rancher,Simulation,PS,Tecmo Koei,1.01
Breath of Fire III,Role-Playing,PS,Capcom,1.0
Game & Watch Gallery,Misc,GB,Nintendo,1.0
O.D.T.: Escape... Or Die Trying,Adventure,PS,Psygnosis,0.12
DX Game of Life 2,Misc,PS,Takara,0.33
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,Role-Playing,SAT,Hudson Soft,0.26
NCAA Football 98,Sports,PS,Electronic Arts,0.7
Bomberman 64,Puzzle,N64,Hudson Soft,1.04
Front Mission 2,Strategy,PS,SquareSoft,0.53
Mass Destruction,Shooter,PS,BMG Interactive Entertainment,0.11
NFL Quarterback Club 98,Sports,N64,Acclaim Entertainment,1.06
Formula 1 Championship Edition,Racing,PS,Psygnosis,0.36
Knockout Kings,Fighting,PS,Electronic Arts,1.52
Diddy Kong Racing,Racing,N64,Nintendo,4.88
Hanagumi Taisen Columns,Puzzle,SAT,Sega,0.12
Tiger Woods 99 PGA Tour Golf,Sports,PS,Electronic Arts,1.53
Jeopardy!,Misc,PS,Hasbro Interactive,0.71
Blast Corps,Action,N64,Nintendo,0.71
Marvel Super Heroes,Fighting,PS,Virgin Interactive,0.34
Tales of Destiny,Role-Playing,PS,Namco Bandai Games,1.04
NBA ShootOut '97,Sports,PS,Sony Computer Entertainment,0.62
Wario Land II,Platform,GB,Nintendo,1.48
MDK,Shooter,PS,Interplay,0.2
Intelligent Qube,Puzzle,PS,Sony Computer Entertainment,1.22
Game & Watch Gallery 2,Misc,GB,Nintendo,1.22
Gran Turismo,Racing,PS,Sony Computer Entertainment,10.95
NBA Live 99,Sports,PS,Electronic Arts,1.22
Chocobo no Fushigi Dungeon,Role-Playing,PS,SquareSoft,1.22
Jersey Devil,Platform,PS,Ocean,0.23
64 de Hakken! Tamagotchi Minna de Tamagotchi World,Misc,N64,Namco Bandai Games,0.22
Test Drive 4,Racing,PS,Electronic Arts,1.21
Street Fighter Collection,Fighting,PS,Capcom,0.1
Mischief Makers,Platform,N64,Nintendo,0.43
NHL FaceOff 99,Sports,PS,989 Studios,0.43
Neon Genesis Evangelion 2nd Impression,Role-Playing,SAT,Sega,0.42
Shadow Master,Adventure,PS,Psygnosis,0.1
Descent Maximum,Shooter,PS,Interplay Productions,0.1
Nuclear Strike,Simulation,PS,Electronic Arts,1.19
Final Fantasy VII,Role-Playing,PS,Sony Computer Entertainment,9.72
Nightmare Creatures,Action,PS,Sony Computer Entertainment,0.63
Choro Q2,Racing,PS,Takara,0.25
Pocket Fighter,Fighting,PS,Virgin Interactive,0.23
Spawn the Eternal,Action,PS,Sony Computer Entertainment,0.24
Harvest Moon GB,Simulation,GB,Victor Interactive,0.23
Test Drive 5,Racing,PS,Accolade,1.3
Fighting Force,Fighting,PS,Eidos Interactive,1.32
Final Fantasy Tactics,Role-Playing,PS,SquareSoft,2.45
Castlevania: Symphony of the Night,Platform,PS,Konami Digital Entertainment,1.27
Riven: The Sequel to Myst,Adventure,PC,Red Orb,2.43
Independence Day,Shooter,PS,Fox Interactive,0.44
Madden NFL 98,Sports,PS,Electronic Arts,1.35
Critical Depth,Action,PS,GT Interactive,0.23
K-1 Revenge,Fighting,PS,Xing Entertainment,0.24
Theme Hospital,Strategy,PC,Electronic Arts,2.4
Duke Nukem 64,Shooter,N64,GT Interactive,0.44
SaGa Frontier,Role-Playing,PS,SquareSoft,1.35
Oddworld: Abe's Oddysee,Platform,PS,GT Interactive,1.24
Alundra,Role-Playing,PS,Psygnosis,0.23
Doom 64,Shooter,N64,Midway Games,0.47
Automobili Lamborghini,Racing,N64,Titus,0.47
G-Police,Action,PS,Psygnosis,0.24
Colony Wars,Simulation,PS,Psygnosis,0.42
Grandia,Role-Playing,SAT,ESP,0.42
X-Men vs. Street Fighter,Fighting,PS,Capcom,0.42
Game de Hakken!! Tamagotchi 2,Simulation,GB,Namco Bandai Games,1.45
Bloody Roar,Fighting,PS,Virgin Interactive,0.39
Pro Yakyuu Greatest Nine '97,Sports,SAT,Sega,0.21
Wayne Gretzky's 3D Hockey '98,Sports,N64,Midway Games,0.25
Lunar: Silver Star Story Complete,Role-Playing,SAT,Kadokawa Shoten,0.21
RPG Maker,Role-Playing,PS,ASCII Entertainment,0.5
TOCA Touring Car Championship,Racing,PS,Codemasters,2.28
San Francisco Rush: Extreme Racing,Racing,PS,GT Interactive,0.38
Mortal Kombat Mythologies: Sub-Zero,Fighting,PS,GT Interactive,0.68
Star Wars: Masters of Teras Kasi,Action,PS,LucasArts,0.68
NHL FaceOff 98,Sports,PS,Sony Computer Entertainment,0.51
Cool Boarders 2,Sports,PS,UEP Systems,2.25
F1 Pole Position 64,Racing,N64,Ubisoft,0.25
Tobal 2,Fighting,PS,SquareSoft,0.37
Tomb Raider II,Action,PS,Eidos Interactive,5.24
Triple Play 98,Sports,PS,Electronic Arts,1.1
Hexen: Beyond Heretic,Shooter,PS,GT Interactive,0.11
ClayFighter 63 1/3,Fighting,N64,Interplay,0.21
Mortal Kombat Mythologies: Sub-Zero,Fighting,N64,Midway Games,0.4
Tomb Raider II,Action,PC,Eidos Interactive,2.29
Micro Machines V3,Racing,PS,Codemasters,0.1
GoldenEye 007,Shooter,N64,Nintendo,8.09
Ghost in the Shell,Simulation,PS,Sony Computer Entertainment,0.1
Mission: Impossible,Action,N64,Ocean,1.17
International Superstar Soccer 64 (weekly JP sales),Sports,N64,Konami Digital Entertainment,0.1
Flying Dragon,Fighting,N64,Natsume,0.1
Grand Theft Auto,Action,PS,Take-Two Interactive,2.32
Choujikuu Yousai Macross: Ai Oboete Imasu ka,Shooter,SAT,Namco Bandai Games,0.1
Bushido Blade,Fighting,PS,Sony Computer Entertainment,1.16
Command & Conquer: Red Alert,Strategy,PS,Virgin Interactive,0.41
Crash Bandicoot 2: Cortex Strikes Back,Platform,PS,Sony Computer Entertainment,7.58
Test Drive: Off Road,Racing,PS,Eidos Interactive,1.16
Armored Core,Simulation,PS,Sony Computer Entertainment,0.41
Kirby's Star Stacker,Puzzle,GB,Nintendo,0.22
J-League Pro Soccer Club wo Tsukurou! 2,Sports,SAT,Sega,0.49
FIFA Soccer 64,Sports,N64,Electronic Arts,0.49
Medarot: Kabuto / Kuwagata Version,Role-Playing,GB,Imagineer,0.4
Pet in TV,Strategy,PS,Sony Computer Entertainment,0.4
Top Gear Rally,Racing,N64,Kemco,0.4
